participant,seq,event_type,seconds_from_start,metadata_json
P14,15,evaluation_requirement_saved,130,"{""requirement_id"": ""R13"", ""success"": true}"
P14,16,prompt_default_changed,139,"{""action"": ""starter"", ""task_id"": ""persistent-default""}"
P14,17,evaluation_requirement_saved,143,"{""requirement_id"": ""R3"", ""success"": true}"
P14,18,free_writing_created,159,"{""char_count"": 320, ""task_id"": ""blank-writing""}"
P14,19,evaluation_requirement_saved,163,"{""requirement_id"": ""R6"", ""success"": true}"
P14,20,generation_privacy_notice_shown,174,"{""requirement_id"": ""R10"", ""selected_count"": 2, ""task_id"": ""generation-boundary"", ""unselected_count"": 1}"
P14,21,journal_generation_started,185,"{""selected_count"": 2, ""task_id"": ""generation-boundary""}"
P14,22,journal_generated,196,"{""source_count"": 2, ""success"": true, ""task_id"": ""generation-boundary""}"
P14,23,journal_saved,207,"{""source_count"": 2, ""task_id"": ""generation-boundary""}"
P14,24,participant_help_requested,210,"{""help_count"": 1, ""task_id"": ""generation-boundary""}"
P14,25,evaluation_requirement_saved,214,"{""requirement_id"": ""R4"", ""success"": true}"
P14,26,evaluation_requirement_saved,215,"{""requirement_id"": ""R7"", ""success"": true}"
P14,27,evaluation_requirement_saved,216,"{""requirement_id"": ""R10"", ""success"": true}"
P14,28,journal_source_inspected,230,"{""requirement_id"": ""R5"", ""success"": true, ""task_id"": ""source-editing""}"
P14,29,journal_paragraph_edited,244,"{""requirement_id"": ""R12"", ""success"": true, ""task_id"": ""source-editing""}"
P14,30,journal_saved,258,"{""source_count"": 2, ""task_id"": ""source-editing""}"
P14,31,participant_help_requested,261,"{""help_count"": 1, ""task_id"": ""source-editing""}"
P14,32,evaluation_requirement_saved,265,"{""requirement_id"": ""R5"", ""success"": true}"
P14,33,evaluation_requirement_saved,266,"{""requirement_id"": ""R12"", ""success"": true}"
P14,34,export_clicked,279,"{""format"": ""txt"", ""task_id"": ""retention-deletion""}"
P14,35,discard_unsaved,292,"{""action"": ""journal"", ""task_id"": ""retention-deletion""}"
P14,36,delete_action,305,"{""action"": ""generated_journal"", ""task_id"": ""retention-deletion""}"
P14,37,participant_help_requested,308,"{""help_count"": 1, ""task_id"": ""retention-deletion""}"
P14,38,evaluation_requirement_saved,312,"{""requirement_id"": ""R8"", ""success"": true}"
P14,39,evaluation_requirement_saved,313,"{""requirement_id"": ""R14"", ""success"": true}"
P14,40,evaluation_requirement_saved,316,"{""requirement_id"": ""R11"", ""success"": true}"
P14,41,evaluation_requirement_saved,319,"{""requirement_id"": ""R15"", ""success"": true}"
P14,42,evaluation_requirement_saved,322,"{""requirement_id"": ""R16"", ""success"": true}"
P14,43,evaluation_requirement_saved,325,"{""requirement_id"": ""R17"", ""success"": true}"
P14,44,evaluation_requirement_saved,328,"{""requirement_id"": ""R18"", ""success"": true}"
P14,45,evaluation_completed,333,"{""success"": true}"
P15,1,evaluation_started,0,"{""screen"": ""evaluation""}"
P15,2,screen_view,0,"{""screen"": ""participant-evaluation""}"
P15,3,quick_capture_screen_shown,2,"{""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P15,4,quick_capture_timed,4,"{""duration_ms"": 6100, ""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P15,5,quick_thought_saved,6,"{""char_count"": 80, ""task_id"": ""quick-capture""}"
P15,6,evaluation_requirement_saved,10,"{""requirement_id"": ""R1"", ""success"": true}"
P15,7,evaluation_requirement_saved,11,"{""requirement_id"": ""R9"", ""success"": true}"
P15,8,block_added,41,"{""block_count"": 1, ""category"": ""situation"", ""task_id"": ""optional-structure""}"
P15,9,block_added,71,"{""block_count"": 2, ""category"": ""thoughts"", ""task_id"": ""optional-structure""}"
P15,10,block_dismissed,101,"{""requirement_id"": ""R2"", ""success"": true, ""task_id"": ""optional-structure"", ""was_answered"": false}"
P15,11,custom_block_added,131,"{""category"": ""meaning"", ""task_id"": ""optional-structure""}"
P15,12,block_question_edited,161,"{""requirement_id"": ""R13"", ""success"": true, ""task_id"": ""optional-structure""}"
P15,13,block_reordered,191,"{""requirement_id"": ""R13"", ""success"": true, ""task_id"": ""optional-structure""}"
P15,14,workspace_saved,221,"{""answered_count"": 3, ""block_count"": 3, ""connection_count"": 0, ""task_id"": ""optional-structure""}"
P15,15,participant_help_requested,224,"{""help_count"": 1, ""task_id"": ""optional-structure""}"
P15,16,evaluation_requirement_saved,228,"{""requirement_id"": ""R2"", ""success"": true}"
P15,17,evaluation_requirement_saved,229,"{""requirement_id"": ""R13"", ""success"": true}"
P15,18,prompt_default_changed,237,"{""action"": ""starter"", ""task_id"": ""persistent-default""}"
P15,19,evaluation_requirement_saved,241,"{""requirement_id"": ""R3"", ""success"": true}"
P15,20,free_writing_created,260,"{""char_count"": 760, ""task_id"": ""blank-writing""}"
P15,21,evaluation_requirement_saved,264,"{""requirement_id"": ""R6"", ""success"": true}"
P15,22,generation_privacy_notice_shown,279,"{""requirement_id"": ""R10"", ""selected_count"": 2, ""task_id"": ""generation-boundary"", ""unselected_count"": 1}"
P15,23,journal_generation_started,294,"{""selected_count"": 2, ""task_id"": ""generation-boundary""}"
P15,24,journal_generated,309,"{""source_count"": 2, ""success"": true, ""task_id"": ""generation-boundary""}"
P15,25,journal_saved,324,"{""source_count"": 2, ""task_id"": ""generation-boundary""}"
P15,26,evaluation_requirement_saved,328,"{""requirement_id"": ""R4"", ""success"": true}"
P15,27,evaluation_requirement_saved,329,"{""requirement_id"": ""R7"", ""success"": true}"
P15,28,evaluation_requirement_saved,330,"{""requirement_id"": ""R10"", ""success"": true}"
P15,29,journal_source_inspected,342,"{""requirement_id"": ""R5"", ""success"": true, ""task_id"": ""source-editing""}"
P15,30,journal_paragraph_edited,354,"{""requirement_id"": ""R12"", ""success"": true, ""task_id"": ""source-editing""}"
P15,31,journal_saved,366,"{""source_count"": 2, ""task_id"": ""source-editing""}"
P15,32,evaluation_requirement_saved,370,"{""requirement_id"": ""R5"", ""success"": true}"
P15,33,evaluation_requirement_saved,371,"{""requirement_id"": ""R12"", ""success"": true}"
P15,34,export_clicked,384,"{""format"": ""md"", ""task_id"": ""retention-deletion""}"
P15,35,discard_unsaved,397,"{""action"": ""journal"", ""task_id"": ""retention-deletion""}"
P15,36,delete_action,410,"{""action"": ""generated_journal"", ""task_id"": ""retention-deletion""}"
P15,37,evaluation_requirement_saved,414,"{""requirement_id"": ""R8"", ""success"": true}"
P15,38,evaluation_requirement_saved,415,"{""requirement_id"": ""R14"", ""success"": true}"
P15,39,evaluation_requirement_saved,418,"{""requirement_id"": ""R11"", ""success"": true}"
P15,40,evaluation_requirement_saved,421,"{""requirement_id"": ""R15"", ""success"": true}"
P15,41,evaluation_requirement_saved,424,"{""requirement_id"": ""R16"", ""success"": true}"
P15,42,evaluation_requirement_saved,427,"{""requirement_id"": ""R17"", ""success"": true}"
P15,43,evaluation_requirement_saved,430,"{""requirement_id"": ""R18"", ""success"": true}"
P15,44,evaluation_completed,435,"{""success"": true}"
P16,1,evaluation_started,0,"{""screen"": ""evaluation""}"
P16,2,screen_view,0,"{""screen"": ""participant-evaluation""}"
P16,3,quick_capture_screen_shown,2,"{""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P16,4,quick_capture_timed,4,"{""duration_ms"": 3100, ""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P16,5,quick_thought_saved,6,"{""char_count"": 80, ""task_id"": ""quick-capture""}"
P16,6,evaluation_requirement_saved,10,"{""requirement_id"": ""R1"", ""success"": true}"
P16,7,evaluation_requirement_saved,11,"{""requirement_id"": ""R9"", ""success"": true}"
P16,8,block_added,15,"{""block_count"": 1, ""category"": ""situation"", ""task_id"": ""optional-structure""}"
P16,9,workspace_saved,19,"{""answered_count"": 1, ""block_count"": 1, ""connection_count"": 0, ""task_id"": ""optional-structure""}"
P16,10,evaluation_requirement_saved,23,"{""requirement_id"": ""R2"", ""success"": true}"
P16,11,evaluation_requirement_saved,24,"{""requirement_id"": ""R13"", ""success"": true}"
P16,12,prompt_default_changed,26,"{""action"": ""starter"", ""task_id"": ""persistent-default""}"
P16,13,evaluation_requirement_saved,30,"{""requirement_id"": ""R3"", ""success"": true}"
P16,14,free_writing_created,32,"{""char_count"": 28, ""task_id"": ""blank-writing""}"
P16,15,evaluation_requirement_saved,36,"{""requirement_id"": ""R6"", ""success"": true}"
P16,16,generation_privacy_notice_shown,38,"{""requirement_id"": ""R10"", ""selected_count"": 1, ""task_id"": ""generation-boundary"", ""unselected_count"": 0}"
P16,17,journal_generation_started,40,"{""selected_count"": 1, ""task_id"": ""generation-boundary""}"
P16,18,journal_generated,42,"{""source_count"": 1, ""success"": true, ""task_id"": ""generation-boundary""}"
P16,19,journal_saved,44,"{""source_count"": 1, ""task_id"": ""generation-boundary""}"
P16,20,evaluation_requirement_saved,48,"{""requirement_id"": ""R4"", ""success"": true}"
P16,21,evaluation_requirement_saved,49,"{""requirement_id"": ""R7"", ""success"": true}"
P16,22,evaluation_requirement_saved,50,"{""requirement_id"": ""R10"", ""success"": true}"
P16,23,journal_saved,52,"{""source_count"": 1, ""task_id"": ""source-editing""}"
P16,24,evaluation_requirement_saved,56,"{""requirement_id"": ""R5"", ""success"": true}"
P16,25,evaluation_requirement_saved,57,"{""requirement_id"": ""R12"", ""success"": true}"
P16,26,delete_action,59,"{""action"": ""generated_journal"", ""task_id"": ""retention-deletion""}"
P16,27,evaluation_requirement_saved,63,"{""requirement_id"": ""R8"", ""success"": true}"
P16,28,evaluation_requirement_saved,64,"{""requirement_id"": ""R14"", ""success"": true}"
P16,29,evaluation_requirement_saved,67,"{""requirement_id"": ""R11"", ""success"": true}"
P16,30,evaluation_requirement_saved,70,"{""requirement_id"": ""R15"", ""success"": true}"
P16,31,evaluation_requirement_saved,73,"{""requirement_id"": ""R16"", ""success"": true}"
P16,32,evaluation_requirement_saved,76,"{""requirement_id"": ""R17"", ""success"": true}"
P16,33,evaluation_requirement_saved,79,"{""requirement_id"": ""R18"", ""success"": true}"
P16,34,evaluation_completed,84,"{""success"": true}"
P17,1,evaluation_started,0,"{""screen"": ""evaluation""}"
P17,2,screen_view,0,"{""screen"": ""participant-evaluation""}"
P17,3,quick_capture_screen_shown,6,"{""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P17,4,quick_capture_timed,12,"{""duration_ms"": 22800, ""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P17,5,quick_thought_saved,18,"{""char_count"": 80, ""task_id"": ""quick-capture""}"
P17,6,participant_help_requested,21,"{""help_count"": 1, ""task_id"": ""quick-capture""}"
P17,7,participant_help_requested,24,"{""help_count"": 1, ""task_id"": ""quick-capture""}"
P17,8,evaluation_requirement_saved,28,"{""requirement_id"": ""R1"", ""success"": true}"
P17,9,evaluation_requirement_saved,29,"{""requirement_id"": ""R9"", ""success"": true}"
P17,10,block_added,68,"{""block_count"": 1, ""category"": ""situation"", ""task_id"": ""optional-structure""}"
P17,11,workspace_saved,107,"{""answered_count"": 1, ""block_count"": 1, ""connection_count"": 0, ""task_id"": ""optional-structure""}"
P17,12,participant_help_requested,110,"{""help_count"": 1, ""task_id"": ""optional-structure""}"
P17,13,participant_help_requested,113,"{""help_count"": 1, ""task_id"": ""optional-structure""}"
P17,14,participant_help_requested,116,"{""help_count"": 1, ""task_id"": ""optional-structure""}"
P17,15,participant_help_requested,119,"{""help_count"": 1, ""task_id"": ""optional-structure""}"
P17,16,evaluation_requirement_saved,123,"{""requirement_id"": ""R2"", ""success"": true}"
P17,17,evaluation_requirement_saved,124,"{""requirement_id"": ""R13"", ""success"": true}"
P17,18,participant_help_requested,127,"{""help_count"": 1, ""task_id"": ""persistent-default""}"
P17,19,participant_help_requested,130,"{""help_count"": 1, ""task_id"": ""persistent-default""}"
P17,20,participant_help_requested,133,"{""help_count"": 1, ""task_id"": ""persistent-default""}"
P17,21,evaluation_requirement_saved,137,"{""requirement_id"": ""R3"", ""success"": true}"
P17,22,evaluation_requirement_saved,140,"{""requirement_id"": ""R11"", ""success"": true}"
P18,1,evaluation_started,0,"{""screen"": ""evaluation""}"
P18,2,screen_view,0,"{""screen"": ""participant-evaluation""}"
P18,3,quick_capture_screen_shown,2,"{""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P18,4,quick_capture_timed,4,"{""duration_ms"": 7400, ""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P18,5,quick_thought_saved,6,"{""char_count"": 80, ""task_id"": ""quick-capture""}"
P18,6,evaluation_requirement_saved,10,"{""requirement_id"": ""R1"", ""success"": true}"
P18,7,evaluation_requirement_saved,11,"{""requirement_id"": ""R9"", ""success"": true}"
P18,8,block_added,28,"{""block_count"": 1, ""category"": ""situation"", ""task_id"": ""optional-structure""}"
P18,9,block_added,45,"{""block_count"": 2, ""category"": ""feelings"", ""task_id"": ""optional-structure""}"
P18,10,block_dismissed,62,"{""requirement_id"": ""R2"", ""success"": true, ""task_id"": ""optional-structure"", ""was_answered"": false}"
P18,11,custom_block_added,79,"{""category"": ""learning"", ""task_id"": ""optional-structure""}"
P18,12,block_question_edited,96,"{""requirement_id"": ""R13"", ""success"": true, ""task_id"": ""optional-structure""}"
P18,13,block_reordered,113,"{""requirement_id"": ""R13"", ""success"": true, ""task_id"": ""optional-structure""}"
P18,14,connection_created,130,"{""connection_count"": 1, ""relation_type"": ""because"", ""requirement_id"": ""R15"", ""task_id"": ""optional-structure""}"
P18,15,connection_labeled,147,"{""relation_type"": ""custom"", ""requirement_id"": ""R15"", ""task_id"": ""optional-structure""}"
P18,16,workspace_saved,164,"{""answered_count"": 3, ""block_count"": 3, ""connection_count"": 1, ""task_id"": ""optional-structure""}"
P18,17,evaluation_requirement_saved,168,"{""requirement_id"": ""R2"", ""success"": true}"
P18,18,evaluation_requirement_saved,169,"{""requirement_id"": ""R13"", ""success"": true}"
P18,19,prompt_default_changed,176,"{""action"": ""starter"", ""task_id"": ""persistent-default""}"
P18,20,evaluation_requirement_saved,180,"{""requirement_id"": ""R3"", ""success"": true}"
P18,21,free_writing_created,188,"{""char_count"": 410, ""task_id"": ""blank-writing""}"
P18,22,evaluation_requirement_saved,192,"{""requirement_id"": ""R6"", ""success"": true}"
P18,23,generation_privacy_notice_shown,203,"{""requirement_id"": ""R10"", ""selected_count"": 2, ""task_id"": ""generation-boundary"", ""unselected_count"": 1}"
P18,24,journal_generation_started,214,"{""selected_count"": 2, ""task_id"": ""generation-boundary""}"
P18,25,journal_generated,225,"{""source_count"": 2, ""success"": true, ""task_id"": ""generation-boundary""}"
P18,26,journal_saved,236,"{""source_count"": 2, ""task_id"": ""generation-boundary""}"
P18,27,evaluation_requirement_saved,240,"{""requirement_id"": ""R4"", ""success"": true}"
P18,28,evaluation_requirement_saved,241,"{""requirement_id"": ""R7"", ""success"": true}"
P18,29,evaluation_requirement_saved,242,"{""requirement_id"": ""R10"", ""success"": true}"
P18,30,journal_source_inspected,251,"{""requirement_id"": ""R5"", ""success"": true, ""task_id"": ""source-editing""}"
P18,31,journal_paragraph_edited,260,"{""requirement_id"": ""R12"", ""success"": true, ""task_id"": ""source-editing""}"
P18,32,journal_saved,269,"{""source_count"": 2, ""task_id"": ""source-editing""}"
P18,33,evaluation_requirement_saved,273,"{""requirement_id"": ""R5"", ""success"": true}"
P18,34,evaluation_requirement_saved,274,"{""requirement_id"": ""R12"", ""success"": true}"
P18,35,export_clicked,284,"{""format"": ""md"", ""task_id"": ""retention-deletion""}"
P18,36,discard_unsaved,294,"{""action"": ""journal"", ""task_id"": ""retention-deletion""}"
P18,37,delete_action,304,"{""action"": ""generated_journal"", ""task_id"": ""retention-deletion""}"
P18,38,evaluation_requirement_saved,308,"{""requirement_id"": ""R8"", ""success"": true}"
P18,39,evaluation_requirement_saved,309,"{""requirement_id"": ""R14"", ""success"": true}"
P18,40,evaluation_requirement_saved,312,"{""requirement_id"": ""R11"", ""success"": true}"
P18,41,evaluation_requirement_saved,315,"{""requirement_id"": ""R15"", ""success"": true}"
P18,42,evaluation_requirement_saved,318,"{""requirement_id"": ""R16"", ""success"": true}"
P18,43,evaluation_requirement_saved,321,"{""requirement_id"": ""R17"", ""success"": true}"
P18,44,evaluation_requirement_saved,324,"{""requirement_id"": ""R18"", ""success"": true}"
P18,45,evaluation_completed,329,"{""success"": true}"
